INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/07/1999;30/09/1999;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,33;15,495
01/07/1999;30/09/1999;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;23,56;35,34
01/07/1999;30/09/1999;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;16,72;25,08
01/07/1999;30/09/1999;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;17,12;25,68
01/07/1999;30/09/1999;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;12,89;19,335
01/07/1999;30/09/1999;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;16,71;25,065
01/07/1999;30/09/1999;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;9,33;13,995
01/07/1999;30/09/1999;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;7,63;11,445
01/07/1999;30/09/1999;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;5,69;8,535
01/07/1999;30/09/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;27,01;40,515
01/07/1999;30/09/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;16,59;24,885
01/07/1999;30/09/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;11,06;16,59
01/07/1999;30/09/1999;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;4,92;7,38
01/10/1999;31/12/1999;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;11,68;17,52
01/10/1999;31/12/1999;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;8,93;13,395
01/10/1999;31/12/1999;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;7,9;11,85
01/10/1999;31/12/1999;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;6,38;9,57
01/10/1999;31/12/1999;FACTORING;fino a 100 milioni di lire;7,89;11,835
01/10/1999;31/12/1999;FACTORING;oltre 100 milioni di lire;6,47;9,705
01/10/1999;31/12/1999;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,21;15,315
01/10/1999;31/12/1999;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;22,13;33,195
01/10/1999;31/12/1999;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;15,67;23,505
01/10/1999;31/12/1999;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;15,89;23,835
01/10/1999;31/12/1999;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;12,4;18,6
01/10/1999;31/12/1999;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;16,32;24,48
01/10/1999;31/12/1999;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;9,15;13,725
01/10/1999;31/12/1999;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;7,51;11,265
01/10/1999;31/12/1999;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;5,67;8,505
01/10/1999;31/12/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;25,36;38,04
01/10/1999;31/12/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,51;23,265
01/10/1999;31/12/1999;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;10,7;16,05
01/10/1999;31/12/1999;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;4,9;7,35
01/01/2000;31/03/2000;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;11,78;17,67
01/01/2000;31/03/2000;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;9,18;13,77
01/01/2000;31/03/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;7,8;11,7
01/01/2000;31/03/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;6,44;9,66
01/01/2000;31/03/2000;FACTORING;fino a 100 milioni di lire;7,94;11,91
01/01/2000;31/03/2000;FACTORING;oltre 100 milioni di lire;6,44;9,66
01/01/2000;31/03/2000;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,62;15,93
01/01/2000;31/03/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;21,56;32,34
01/01/2000;31/03/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;15,95;23,925
01/01/2000;31/03/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;17,36;26,04
01/01/2000;31/03/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;12,85;19,275
01/01/2000;31/03/2000;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;15,5;23,25
01/01/2000;31/03/2000;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;9,43;14,145
01/01/2000;31/03/2000;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;7,77;11,655
01/01/2000;31/03/2000;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;5,88;8,82
01/01/2000;31/03/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;24,97;37,455
01/01/2000;31/03/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,46;23,19
01/01/2000;31/03/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;10,64;15,96
01/01/2000;31/03/2000;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;5,34;8,01
01/04/2000;30/06/2000;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;11,9;17,85
01/04/2000;30/06/2000;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;9,53;14,295
01/04/2000;30/06/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;7,97;11,955
01/04/2000;30/06/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;6,67;10,005
01/04/2000;30/06/2000;FACTORING;fino a 100 milioni di lire;7,92;11,88
01/04/2000;30/06/2000;FACTORING;oltre 100 milioni di lire;6,81;10,215
01/04/2000;30/06/2000;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,65;15,975
01/04/2000;30/06/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,99;31,485
01/04/2000;30/06/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;16,24;24,36
01/04/2000;30/06/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;17,53;26,295
01/04/2000;30/06/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;13;19,5
01/04/2000;30/06/2000;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;16,05;24,075
01/04/2000;30/06/2000;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;9,97;14,955
01/04/2000;30/06/2000;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;8,42;12,63
01/04/2000;30/06/2000;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;6,38;9,57
01/04/2000;30/06/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;24,91;37,365
01/04/2000;30/06/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,72;23,58
01/04/2000;30/06/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;10,7;16,05
01/04/2000;30/06/2000;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;5,82;8,73
01/07/2000;30/09/2000;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,18;18,27
01/07/2000;30/09/2000;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;9,82;14,73
01/07/2000;30/09/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,25;12,375
01/07/2000;30/09/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,04;10,56
01/07/2000;30/09/2000;FACTORING;fino a 100 milioni di lire;8,36;12,54
01/07/2000;30/09/2000;FACTORING;oltre 100 milioni di lire;7,1;10,65
01/07/2000;30/09/2000;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,95;16,425
01/07/2000;30/09/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;21,18;31,77
01/07/2000;30/09/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;16,57;24,855
01/07/2000;30/09/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;17,58;26,37
01/07/2000;30/09/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;12,63;18,945
01/07/2000;30/09/2000;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;14,87;22,305
01/07/2000;30/09/2000;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;10,31;15,465
01/07/2000;30/09/2000;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;8,84;13,26
01/07/2000;30/09/2000;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;6,89;10,335
01/07/2000;30/09/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;24,36;36,54
01/07/2000;30/09/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,65;23,475
01/07/2000;30/09/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;10,97;16,455
01/07/2000;30/09/2000;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;6,29;9,435
01/10/2000;31/12/2000;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,53;18,795
01/10/2000;31/12/2000;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;10,19;15,285
01/10/2000;31/12/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,51;12,765
01/10/2000;31/12/2000;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,35;11,025
01/10/2000;31/12/2000;FACTORING;fino a 100 milioni di lire;8,61;12,915
01/10/2000;31/12/2000;FACTORING;oltre 100 milioni di lire;7,55;11,325
01/10/2000;31/12/2000;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;11,1;16,65
01/10/2000;31/12/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;21,35;32,025
01/10/2000;31/12/2000;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;16,41;24,615
01/10/2000;31/12/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;19,78;29,67
01/10/2000;31/12/2000;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;13,37;20,055
01/10/2000;31/12/2000;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;16,03;24,045
01/10/2000;31/12/2000;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;10,77;16,155
01/10/2000;31/12/2000;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;9,34;14,01
01/10/2000;31/12/2000;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;7,31;10,965
01/10/2000;31/12/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;23,77;35,655
01/10/2000;31/12/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,42;23,13
01/10/2000;31/12/2000;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;11,02;16,53
01/10/2000;31/12/2000;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;6,63;9,945
01/01/2001;31/03/2001;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,84;19,26
01/01/2001;31/03/2001;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;10,42;15,63
01/01/2001;31/03/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,74;13,11
01/01/2001;31/03/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,61;11,415
01/01/2001;31/03/2001;FACTORING;fino a 100 milioni di lire;8,48;12,72
01/01/2001;31/03/2001;FACTORING;oltre 100 milioni di lire;7,87;11,805
01/01/2001;31/03/2001;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;11,36;17,04
01/01/2001;31/03/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;21,19;31,785
01/01/2001;31/03/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;17,23;25,845
01/01/2001;31/03/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,72;31,08
01/01/2001;31/03/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;13,56;20,34
01/01/2001;31/03/2001;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;15,58;23,37
01/01/2001;31/03/2001;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;11,15;16,725
01/01/2001;31/03/2001;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;9,8;14,7
01/01/2001;31/03/2001;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;7,76;11,64
01/01/2001;31/03/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;23,59;35,385
01/01/2001;31/03/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,71;23,565
01/01/2001;31/03/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;11,42;17,13
01/01/2001;31/03/2001;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;6,93;10,395
01/04/2001;30/06/2001;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,76;19,14
01/04/2001;30/06/2001;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;10,38;15,57
01/04/2001;30/06/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,69;13,035
01/04/2001;30/06/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,57;11,355
01/04/2001;30/06/2001;FACTORING;fino a 100 milioni di lire;8,38;12,57
01/04/2001;30/06/2001;FACTORING;oltre 100 milioni di lire;7,81;11,715
01/04/2001;30/06/2001;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,96;16,44
01/04/2001;30/06/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,46;30,69
01/04/2001;30/06/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;16,47;24,705
01/04/2001;30/06/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;21,66;32,49
01/04/2001;30/06/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;13,45;20,175
01/04/2001;30/06/2001;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;17,11;25,665
01/04/2001;30/06/2001;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;11,26;16,89
01/04/2001;30/06/2001;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;9,82;14,73
01/04/2001;30/06/2001;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;7,8;11,7
01/04/2001;30/06/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;22,83;34,245
01/04/2001;30/06/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,84;23,76
01/04/2001;30/06/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;11,56;17,34
01/04/2001;30/06/2001;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;6,82;10,23
01/07/2001;30/09/2001;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,68;19,02
01/07/2001;30/09/2001;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;10,15;15,225
01/07/2001;30/09/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,55;12,825
01/07/2001;30/09/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,42;11,13
01/07/2001;30/09/2001;FACTORING;fino a 100 milioni di lire;8,33;12,495
01/07/2001;30/09/2001;FACTORING;oltre 100 milioni di lire;7,48;11,22
01/07/2001;30/09/2001;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,66;15,99
01/07/2001;30/09/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,52;30,78
01/07/2001;30/09/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;15,95;23,925
01/07/2001;30/09/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;18,7;28,05
01/07/2001;30/09/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 10 milioni di lire;13,46;20,19
01/07/2001;30/09/2001;LEASING (fino al 31 dicembre 2009);fino a 10 milioni di lire;14,31;21,465
01/07/2001;30/09/2001;LEASING (fino al 31 dicembre 2009);da 10 a 50 milioni di lire;10,87;16,305
01/07/2001;30/09/2001;LEASING (fino al 31 dicembre 2009);da 50 a 100 milioni di lire;9,48;14,22
01/07/2001;30/09/2001;LEASING (fino al 31 dicembre 2009);oltre 100 milioni di lire;7,6;11,4
01/07/2001;30/09/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);fino a 2,5 milioni di lire;22,61;33,915
01/07/2001;30/09/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);da 2,5 a 10 milioni di lire;15,73;23,595
01/07/2001;30/09/2001;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (fino al 30 giugno 2003);oltre 10 milioni di lire;11,75;17,625
01/07/2001;30/09/2001;MUTUI IPOTECARI A TASSO FISSO E VARIABILE (fino al 30 giugno 2004);intera distribuzione;6,56;9,84
01/10/2001;31/12/2001;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 10 milioni di lire;12,67;19,005
01/10/2001;31/12/2001;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 10 milioni di lire;10;15
01/10/2001;31/12/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 10 milioni di lire;8,42;12,63
01/10/2001;31/12/2001;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 10 milioni di lire;7,26;10,89
01/10/2001;31/12/2001;FACTORING;fino a 100 milioni di lire;8,1;12,15
01/10/2001;31/12/2001;FACTORING;oltre 100 milioni di lire;7,32;10,98
01/10/2001;31/12/2001;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,54;15,81
01/10/2001;31/12/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,96;31,44
01/10/2001;31/12/2001;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 10 milioni di lire;15,48;23,22
01/10/2001;31/12/2001;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 10 milioni di lire;20,13;30,195
