INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/01/2014;31/03/2014;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,99;24,99
01/01/2014;31/03/2014;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,26;19,325
01/01/2014;31/03/2014;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,11;10,3875
01/01/2014;31/03/2014;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,81;8,7625
01/01/2014;31/03/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;11,46;18,325
01/01/2014;31/03/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,35;18,1875
01/04/2014;30/06/2014;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,48;18,35
01/04/2014;30/06/2014;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;10,06;16,575
01/04/2014;30/06/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,25;24,25
01/04/2014;30/06/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,01;22,7625
01/04/2014;30/06/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;8,9;15,125
01/04/2014;30/06/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;8,06;14,075
01/04/2014;30/06/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,49;10,8625
01/04/2014;30/06/2014;FACTORING;fino a 50.000 euro;7,43;13,2875
01/04/2014;30/06/2014;FACTORING;oltre 50.000 euro;4,67;9,8375
01/04/2014;30/06/2014;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,82;18,775
01/04/2014;30/06/2014;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,61;17,2625
01/04/2014;30/06/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,92;13,9
01/04/2014;30/06/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,52;13,4
01/04/2014;30/06/2014;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,52;12,15
01/04/2014;30/06/2014;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,87;10,0875
01/04/2014;30/06/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,43;14,5375
01/04/2014;30/06/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,88;11,35
01/04/2014;30/06/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,05;19,0625
01/04/2014;30/06/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,78;16,225
01/04/2014;30/06/2014;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,97;24,97
01/04/2014;30/06/2014;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,31;19,3875
01/04/2014;30/06/2014;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,17;10,4625
01/04/2014;30/06/2014;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,73;8,6625
01/04/2014;30/06/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,08;19,1
01/04/2014;30/06/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,5;18,375
01/07/2014;30/09/2014;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,61;18,5125
01/07/2014;30/09/2014;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;10,2;16,75
01/07/2014;30/09/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,88;23,85
01/07/2014;30/09/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,09;22,8625
01/07/2014;30/09/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,37;15,7125
01/07/2014;30/09/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;8,2;14,25
01/07/2014;30/09/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,62;11,025
01/07/2014;30/09/2014;FACTORING;fino a 50.000 euro;7,23;13,0375
01/07/2014;30/09/2014;FACTORING;oltre 50.000 euro;4,81;10,0125
01/07/2014;30/09/2014;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;12,21;19,2625
01/07/2014;30/09/2014;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,82;17,525
01/07/2014;30/09/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,95;13,9375
01/07/2014;30/09/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,48;13,35
01/07/2014;30/09/2014;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;7,16;12,95
01/07/2014;30/09/2014;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,81;10,0125
01/07/2014;30/09/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,93;15,1625
01/07/2014;30/09/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,95;11,4375
01/07/2014;30/09/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,25;19,3125
01/07/2014;30/09/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,95;16,4375
01/07/2014;30/09/2014;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,15;25,15
01/07/2014;30/09/2014;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,54;19,675
01/07/2014;30/09/2014;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,11;10,3875
01/07/2014;30/09/2014;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,82;8,775
01/07/2014;30/09/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,19;19,2375
01/07/2014;30/09/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,69;18,6125
01/10/2014;31/12/2014;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,62;18,525
01/10/2014;31/12/2014;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;10,08;16,6
01/10/2014;31/12/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,18;24,18
01/10/2014;31/12/2014;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,13;22,9125
01/10/2014;31/12/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,3;15,625
01/10/2014;31/12/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;8,11;14,1375
01/10/2014;31/12/2014;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,47;10,8375
01/10/2014;31/12/2014;FACTORING;fino a 50.000 euro;6,83;12,5375
01/10/2014;31/12/2014;FACTORING;oltre 50.000 euro;4,54;9,675
01/10/2014;31/12/2014;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;12,12;19,15
01/10/2014;31/12/2014;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,69;17,3625
01/10/2014;31/12/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,15;12,9375
01/10/2014;31/12/2014;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,2;13
01/10/2014;31/12/2014;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,62;12,275
01/10/2014;31/12/2014;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,63;9,7875
01/10/2014;31/12/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,52;14,65
01/10/2014;31/12/2014;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,58;10,975
01/10/2014;31/12/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,35;19,4375
01/10/2014;31/12/2014;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,68;16,1
01/10/2014;31/12/2014;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,98;24,98
01/10/2014;31/12/2014;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,89;20,1125
01/10/2014;31/12/2014;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,85;10,0625
01/10/2014;31/12/2014;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,66;8,575
01/10/2014;31/12/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,17;19,2125
01/10/2014;31/12/2014;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,44;18,3
01/01/2015;31/03/2015;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,62;18,525
01/01/2015;31/03/2015;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,97;16,4625
01/01/2015;31/03/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,96;23,95
01/01/2015;31/03/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,1;22,875
01/01/2015;31/03/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,61;16,0125
01/01/2015;31/03/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;8,05;14,0625
01/01/2015;31/03/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,36;10,7
01/01/2015;31/03/2015;FACTORING;fino a 50.000 euro;6,41;12,0125
01/01/2015;31/03/2015;FACTORING;oltre 50.000 euro;4,43;9,5375
01/01/2015;31/03/2015;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,99;18,9875
01/01/2015;31/03/2015;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,59;17,2375
01/01/2015;31/03/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,46;13,325
01/01/2015;31/03/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,01;12,7625
01/01/2015;31/03/2015;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,27;11,8375
01/01/2015;31/03/2015;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,44;9,55
01/01/2015;31/03/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,54;14,675
01/01/2015;31/03/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,45;10,8125
01/01/2015;31/03/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,02;19,025
01/01/2015;31/03/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,69;16,1125
01/01/2015;31/03/2015;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,9;24,9
01/01/2015;31/03/2015;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,68;19,85
01/01/2015;31/03/2015;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,5;9,625
01/01/2015;31/03/2015;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,47;8,3375
01/01/2015;31/03/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,54;19,675
01/01/2015;31/03/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,64;18,55
01/04/2015;30/06/2015;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,66;18,57
01/04/2015;30/06/2015;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,96;16,45
01/04/2015;30/06/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,22;24,22
01/04/2015;30/06/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,09;22,86
01/04/2015;30/06/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,59;15,99
01/04/2015;30/06/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;8,04;14,05
01/04/2015;30/06/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,28;10,6
01/04/2015;30/06/2015;FACTORING;fino a 50.000 euro;6,34;11,92
01/04/2015;30/06/2015;FACTORING;oltre 50.000 euro;4,29;9,36
01/04/2015;30/06/2015;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,61;18,51
01/04/2015;30/06/2015;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,44;17,05
01/04/2015;30/06/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,97;13,96
01/04/2015;30/06/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,1;12,87
01/04/2015;30/06/2015;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;6,37;11,96
01/04/2015;30/06/2015;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,17;9,21
01/04/2015;30/06/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,57;14,71
01/04/2015;30/06/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,26;10,57
01/04/2015;30/06/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,81;18,76
01/04/2015;30/06/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,72;16,15
01/04/2015;30/06/2015;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,7;24,7
01/04/2015;30/06/2015;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,79;19,99
01/04/2015;30/06/2015;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,31;9,39
01/04/2015;30/06/2015;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,31;8,14
01/04/2015;30/06/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,55;19,69
01/04/2015;30/06/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,47;18,34
01/07/2015;30/09/2015;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,64;18,55
01/07/2015;30/09/2015;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,85;16,31
01/07/2015;30/09/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,95;23,94
01/07/2015;30/09/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,99;22,74
01/07/2015;30/09/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,72;16,15
01/07/2015;30/09/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,89;13,86
01/07/2015;30/09/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;5,09;10,36
01/07/2015;30/09/2015;FACTORING;fino a 50.000 euro;6,15;11,69
01/07/2015;30/09/2015;FACTORING;oltre 50.000 euro;4,07;9,09
01/07/2015;30/09/2015;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,54;18,42
01/07/2015;30/09/2015;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,58;17,22
01/07/2015;30/09/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7;12,75
01/07/2015;30/09/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,87;12,59
01/07/2015;30/09/2015;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;5,43;10,79
01/07/2015;30/09/2015;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;4,04;9,05
01/07/2015;30/09/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,52;14,65
01/07/2015;30/09/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,89;10,11
01/07/2015;30/09/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,32;19,4
01/07/2015;30/09/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,66;16,07
01/07/2015;30/09/2015;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,65;24,65
01/07/2015;30/09/2015;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,92;20,15
01/07/2015;30/09/2015;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,96;8,95
01/07/2015;30/09/2015;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,13;7,91
01/07/2015;30/09/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,2;19,25
01/07/2015;30/09/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,37;18,21
01/10/2015;31/12/2015;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,57;18,46
01/10/2015;31/12/2015;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,68;16,1
01/10/2015;31/12/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,12;24,12
01/10/2015;31/12/2015;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,01;22,76
01/10/2015;31/12/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,73;16,16
01/10/2015;31/12/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,86;13,82
01/10/2015;31/12/2015;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,95;10,19
01/10/2015;31/12/2015;FACTORING;fino a 50.000 euro;5,96;11,45
01/10/2015;31/12/2015;FACTORING;oltre 50.000 euro;3,88;8,85
01/10/2015;31/12/2015;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,8;17,5
01/10/2015;31/12/2015;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,5;17,12
01/10/2015;31/12/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;6,5;12,12
01/10/2015;31/12/2015;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,53;12,16
01/10/2015;31/12/2015;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,58;9,72
01/10/2015;31/12/2015;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,91;8,89
01/10/2015;31/12/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,36;14,45
01/10/2015;31/12/2015;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,68;9,85
01/10/2015;31/12/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,33;19,41
01/10/2015;31/12/2015;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,55;15,94
01/10/2015;31/12/2015;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,61;24,61
01/10/2015;31/12/2015;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,41;20,76
01/10/2015;31/12/2015;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,6;8,5
01/10/2015;31/12/2015;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,97;7,71
01/10/2015;31/12/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;11,96;18,95
01/10/2015;31/12/2015;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,06;17,82
01/01/2016;31/03/2016;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,67;18,59
01/01/2016;31/03/2016;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,54;15,92
01/01/2016;31/03/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,07;24,07
01/01/2016;31/03/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,94;22,67
01/01/2016;31/03/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,72;16,15
01/01/2016;31/03/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,76;13,7
01/01/2016;31/03/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,8;10
01/01/2016;31/03/2016;FACTORING;fino a 50.000 euro;5,54;10,92
01/01/2016;31/03/2016;FACTORING;oltre 50.000 euro;3,75;8,69
01/01/2016;31/03/2016;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,33;18,16
01/01/2016;31/03/2016;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,66;17,32
01/01/2016;31/03/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;6,92;12,65
01/01/2016;31/03/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,53;12,16
01/01/2016;31/03/2016;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,47;9,59
01/01/2016;31/03/2016;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,75;8,69
01/01/2016;31/03/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,31;14,39
01/01/2016;31/03/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,71;9,89
01/01/2016;31/03/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,11;19,14
01/01/2016;31/03/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,68;16,1
01/01/2016;31/03/2016;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,44;24,44
01/01/2016;31/03/2016;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,57;20,96
01/01/2016;31/03/2016;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,6;8,5
01/01/2016;31/03/2016;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,83;7,54
01/01/2016;31/03/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,2;19,25
01/01/2016;31/03/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,99;17,74
01/04/2016;30/06/2016;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,53;18,41
01/04/2016;30/06/2016;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,41;15,76
01/04/2016;30/06/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,09;24,09
01/04/2016;30/06/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,78;22,47
01/04/2016;30/06/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,8;16,25
01/04/2016;30/06/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,64;13,55
01/04/2016;30/06/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,66;9,82
01/04/2016;30/06/2016;FACTORING;fino a 50.000 euro;5,33;10,66
01/04/2016;30/06/2016;FACTORING;oltre 50.000 euro;3,5;8,37
01/04/2016;30/06/2016;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,65;17,31
